900.0	0.95776539
899.0	0.95751075
898.0	0.95822327
897.0	0.95764267
896.0	0.95837934
895.0	0.95762331
894.0	0.95913738
893.0	0.9587463
892.0	0.95856186
891.0	0.95863008
890.0	0.95960616
889.0	0.95419196
888.0	0.95578918
887.0	0.95618384
886.0	0.95649607
885.0	0.95640774
884.0	0.95659527
883.0	0.95688558
882.0	0.95752297
881.0	0.9573586
880.0	0.9580083699999999
879.0	0.95822523
878.0	0.95831188
877.0	0.95872631
876.0	0.95878037
875.0	0.95892725
874.0	0.95919217
873.0	0.95971925
872.0	0.95975934
871.0	0.95991686
870.0	0.96060641
869.0	0.96050834
868.0	0.96121177
867.0	0.96091236
866.0	0.9617016
865.0	0.96178421
864.0	0.96211576
863.0	0.96267664
862.0	0.96270745
861.0	0.96276983
860.0	0.96311045
859.0	0.96326798
858.0	0.96418575
857.0	0.96387773
856.0	0.96450971
855.0	0.96478425
854.0	0.96494043
853.0	0.96498102
852.0	0.96521228
851.0	0.96575281
850.0	0.96648882
849.0	0.9666915700000001
848.0	0.96705711
847.0	0.96755388
846.0	0.96718358
845.0	0.96755193
844.0	0.96755252
843.0	0.96851634
842.0	0.96832232
841.0	0.96881812
840.0	0.96895363
839.0	0.9694152
838.0	0.96995716
837.0	0.96992287
836.0	0.97027421
835.0	0.97029603
834.0	0.97032918
833.0	0.97109605
832.0	0.97124282
831.0	0.97139469
830.0	0.97151799
829.0	0.97217552
828.0	0.97256306
827.0	0.97272767
826.0	0.97291797
825.0	0.97355384
824.0	0.97386551
823.0	0.97398291
822.0	0.97410058
821.0	0.97395374
820.0	0.97437553
819.0	0.97483773
818.0	0.97546058
817.0	0.97520231
816.0	0.97548509
815.0	0.97595772
814.0	0.97600099
813.0	0.97548764
812.0	0.97652765
811.0	0.97684882
810.0	0.97734816
809.0	0.97744812
808.0	0.97773778
807.0	0.97795387
806.0	0.97791539
805.0	0.97838857
804.0	0.97864048
803.0	0.97888571
802.0	0.97909494
801.0	0.9792292
800.0	0.97955201
799.0	0.97992351
798.0	0.98033119
797.0	0.98030819
796.0	0.98046385
795.0	0.98066211
794.0	0.98103743
793.0	0.98108293
792.0	0.98147632
791.0	0.98187954
790.0	0.98191352
789.0	0.98241643
788.0	0.98268444
787.0	0.98258561
786.0	0.98284207
785.0	0.98280711
784.0	0.98321554
783.0	0.9836703
782.0	0.98383993
781.0	0.98390697
780.0	0.98422272
779.0	0.98448885
778.0	0.98470787
