1100.0	0.98986381
1099.0	0.99003334
1098.0	0.99022617
1097.0	0.99011261
1096.0	0.99035083
1095.0	0.99045061
1094.0	0.99055835
1093.0	0.99066
1092.0	0.99070236
1091.0	0.99075614
1090.0	0.99079479
1089.0	0.99093747
1088.0	0.99092346
1087.0	0.99109287
1086.0	0.99102724
1085.0	0.99123725
1084.0	0.99117205
1083.0	0.99133838
1082.0	0.9914931
1081.0	0.99156414
1080.0	0.99155267
1079.0	0.99161562
1078.0	0.99165732
1077.0	0.99186602
1076.0	0.99187783
1075.0	0.99191651
1074.0	0.99201606
1073.0	0.99210195
1072.0	0.9920747
1071.0	0.99226205
1070.0	0.99243627
1069.0	0.99246506
1068.0	0.99252638
1067.0	0.99269133
1066.0	0.9925408
1065.0	0.99270733
1064.0	0.99279221
1063.0	0.99280067
1062.0	0.99303947
1061.0	0.99309018
1060.0	0.99306471
1059.0	0.99312787
1058.0	0.99310551
1057.0	0.9932965
1056.0	0.99333893
1055.0	0.99334073
1054.0	0.99358666
1053.0	0.9935752
1052.0	0.99350039
1051.0	0.99369659
1050.0	0.99368248
1049.0	0.99378559
1048.0	0.99392007
1047.0	0.99395829
1046.0	0.99417331
1045.0	0.994287
1044.0	0.99423625
1043.0	0.99411063
1042.0	0.99408192
1041.0	0.99417787
1040.0	0.99435748
1039.0	0.99435425
1038.0	0.99462528
1037.0	0.99457213
1036.0	0.99463824
1035.0	0.99467886
1034.0	0.99497563
1033.0	0.99500158
1032.0	0.99504383
1031.0	0.99483858
1030.0	0.99500414
1029.0	0.99499472
1028.0	0.99495188
1027.0	0.99513013
1026.0	0.99530448
1025.0	0.99537562
1024.0	0.99524031
1023.0	0.99546965
1022.0	0.99572388
1021.0	0.99552298
1020.0	0.99557954
1019.0	0.99557867
1018.0	0.9956004
1017.0	0.99579399
1016.0	0.99578511
1015.0	0.99564986
1014.0	0.99571911
1013.0	0.99589008
1012.0	0.99583975
1011.0	0.99584985
1010.0	0.99607207
1009.0	0.99619704
1008.0	0.99622413
1007.0	0.99627123
1006.0	0.99614872
1005.0	0.99644196
1004.0	0.99640156
1003.0	0.99628757
1002.0	0.99642619
1001.0	0.99634648
1000.0	0.99638065
999.0	0.99633974
998.0	0.99669765
997.0	0.99680978
996.0	0.99658163
995.0	0.99671405
994.0	0.99701749
